model,stem,cls,tp,fp,fn
YOLO11s,China_Drone__China_Drone_001827,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001827,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001831,D20,1,0,1
YOLO11s,China_Drone__China_Drone_001832,D10,1,0,1
YOLO11s,China_Drone__China_Drone_001836,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001837,D00,1,0,2
YOLO11s,China_Drone__China_Drone_001837,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001837,D20,1,0,0
YOLO11s,China_Drone__China_Drone_001838,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001843,D20,0,1,0
YOLO11s,China_Drone__China_Drone_001844,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001846,D00,1,1,0
YOLO11s,China_Drone__China_Drone_001851,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001852,D00,0,1,0
YOLO11s,China_Drone__China_Drone_001852,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001892,D00,0,1,0
YOLO11s,China_Drone__China_Drone_001892,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001903,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001905,D00,1,2,1
YOLO11s,China_Drone__China_Drone_001905,D10,0,1,1
YOLO11s,China_Drone__China_Drone_001913,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001923,D00,0,3,0
YOLO11s,China_Drone__China_Drone_001923,D20,0,0,1
YOLO11s,China_Drone__China_Drone_001932,D10,0,0,1
YOLO11s,China_Drone__China_Drone_001939,D00,0,0,1
YOLO11s,China_Drone__China_Drone_001939,D10,1,0,0
YOLO11s,China_Drone__China_Drone_001953,D00,2,1,0
YOLO11s,China_Drone__China_Drone_001975,D10,1,1,0
YOLO11s,China_Drone__China_Drone_001978,D10,0,1,0
YOLO11s,China_Drone__China_Drone_001978,D20,0,0,2
YOLO11s,China_Drone__China_Drone_001995,D00,1,1,0
YOLO11s,China_Drone__China_Drone_002006,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002016,D00,1,1,0
YOLO11s,China_Drone__China_Drone_002020,D00,0,1,0
YOLO11s,China_Drone__China_Drone_002020,D10,0,1,0
YOLO11s,China_Drone__China_Drone_002034,D00,2,0,0
YOLO11s,China_Drone__China_Drone_002034,D10,0,1,0
YOLO11s,China_Drone__China_Drone_002038,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002039,D00,3,1,1
YOLO11s,China_Drone__China_Drone_002039,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002042,D10,0,1,1
YOLO11s,China_Drone__China_Drone_002044,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002044,D20,0,0,1
YOLO11s,China_Drone__China_Drone_002045,D10,0,1,0
YOLO11s,China_Drone__China_Drone_002065,D00,0,1,2
YOLO11s,China_Drone__China_Drone_002065,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002065,D20,0,0,1
YOLO11s,China_Drone__China_Drone_002069,D20,1,0,0
YOLO11s,China_Drone__China_Drone_002070,D00,1,1,2
YOLO11s,China_Drone__China_Drone_002070,D10,2,0,1
YOLO11s,China_Drone__China_Drone_002072,D00,0,0,1
YOLO11s,China_Drone__China_Drone_002072,D10,1,0,2
YOLO11s,China_Drone__China_Drone_002090,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002100,D10,0,0,2
YOLO11s,China_Drone__China_Drone_002105,D20,1,0,0
YOLO11s,China_Drone__China_Drone_002105,D40,0,1,0
YOLO11s,China_Drone__China_Drone_002115,D00,0,1,0
YOLO11s,China_Drone__China_Drone_002115,D10,2,3,0
YOLO11s,China_Drone__China_Drone_002117,D00,0,0,1
YOLO11s,China_Drone__China_Drone_002117,D10,0,1,1
YOLO11s,China_Drone__China_Drone_002127,D10,1,1,0
YOLO11s,China_Drone__China_Drone_002129,D00,0,2,0
YOLO11s,China_Drone__China_Drone_002137,D20,0,1,0
YOLO11s,China_Drone__China_Drone_002137,D40,0,0,1
YOLO11s,China_Drone__China_Drone_002140,D00,2,2,0
YOLO11s,China_Drone__China_Drone_002142,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002145,D00,0,0,1
YOLO11s,China_Drone__China_Drone_002145,D40,1,0,0
YOLO11s,China_Drone__China_Drone_002149,D00,0,1,0
YOLO11s,China_Drone__China_Drone_002149,D10,2,0,0
YOLO11s,China_Drone__China_Drone_002150,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002153,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002159,D00,2,4,0
YOLO11s,China_Drone__China_Drone_002159,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002173,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002173,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002182,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002183,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002183,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002192,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002209,D20,1,1,0
YOLO11s,China_Drone__China_Drone_002213,D10,2,0,0
YOLO11s,China_Drone__China_Drone_002215,D00,0,0,1
YOLO11s,China_Drone__China_Drone_002222,D20,0,0,1
YOLO11s,China_Drone__China_Drone_002236,D00,0,0,1
YOLO11s,China_Drone__China_Drone_002236,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002242,D00,0,1,0
YOLO11s,China_Drone__China_Drone_002242,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002245,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002245,D10,1,1,2
YOLO11s,China_Drone__China_Drone_002245,D20,0,1,0
YOLO11s,China_Drone__China_Drone_002245,D40,1,1,1
YOLO11s,China_Drone__China_Drone_002249,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002267,D00,0,0,2
YOLO11s,China_Drone__China_Drone_002275,D00,2,1,0
YOLO11s,China_Drone__China_Drone_002275,D10,0,0,2
YOLO11s,China_Drone__China_Drone_002275,D20,0,0,1
YOLO11s,China_Drone__China_Drone_002276,D10,1,1,0
YOLO11s,China_Drone__China_Drone_002277,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002279,D00,0,0,1
YOLO11s,China_Drone__China_Drone_002279,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002284,D00,1,1,0
YOLO11s,China_Drone__China_Drone_002285,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002289,D10,1,0,1
YOLO11s,China_Drone__China_Drone_002294,D00,1,0,1
YOLO11s,China_Drone__China_Drone_002297,D00,0,0,1
YOLO11s,China_Drone__China_Drone_002297,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002302,D00,0,1,0
YOLO11s,China_Drone__China_Drone_002305,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002315,D00,1,2,0
YOLO11s,China_Drone__China_Drone_002332,D00,1,0,0
YOLO11s,China_Drone__China_Drone_002336,D00,0,0,1
YOLO11s,China_Drone__China_Drone_002357,D00,0,3,0
YOLO11s,China_Drone__China_Drone_002357,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002358,D00,0,2,1
YOLO11s,China_Drone__China_Drone_002358,D20,0,1,0
YOLO11s,China_Drone__China_Drone_002358,D40,0,1,0
YOLO11s,China_Drone__China_Drone_002360,D00,0,1,1
YOLO11s,China_Drone__China_Drone_002360,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002365,D10,1,0,0
YOLO11s,China_Drone__China_Drone_002381,D10,0,0,1
YOLO11s,China_Drone__China_Drone_002383,D10,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000002,D00,2,1,0
YOLO11s,China_MotorBike__China_MotorBike_000003,D00,3,1,2
YOLO11s,China_MotorBike__China_MotorBike_000005,D10,0,3,4
YOLO11s,China_MotorBike__China_MotorBike_000012,D00,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000019,D00,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000019,D10,0,1,2
YOLO11s,China_MotorBike__China_MotorBike_000033,D00,0,2,3
YOLO11s,China_MotorBike__China_MotorBike_000033,D10,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000034,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000042,D00,3,0,2
YOLO11s,China_MotorBike__China_MotorBike_000042,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000050,D40,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000051,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000053,D00,0,1,1
YOLO11s,China_MotorBike__China_MotorBike_000056,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000057,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000058,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000058,D10,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000059,D00,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000061,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000072,D00,2,1,0
YOLO11s,China_MotorBike__China_MotorBike_000079,D00,0,1,1
YOLO11s,China_MotorBike__China_MotorBike_000079,D20,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000086,D00,2,3,2
YOLO11s,China_MotorBike__China_MotorBike_000086,D10,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000089,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000089,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000108,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000108,D20,1,1,2
YOLO11s,China_MotorBike__China_MotorBike_000112,D00,2,0,4
YOLO11s,China_MotorBike__China_MotorBike_000112,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000113,D00,0,1,0
YOLO11s,China_MotorBike__China_MotorBike_000113,D40,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000115,D10,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000125,D20,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000127,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000143,D00,0,2,3
YOLO11s,China_MotorBike__China_MotorBike_000146,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000148,D10,0,3,1
YOLO11s,China_MotorBike__China_MotorBike_000148,D20,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000164,D00,3,1,1
YOLO11s,China_MotorBike__China_MotorBike_000168,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000181,D00,2,1,0
YOLO11s,China_MotorBike__China_MotorBike_000201,D00,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000215,D20,1,1,1
YOLO11s,China_MotorBike__China_MotorBike_000218,D00,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000218,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000221,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000226,D00,2,0,1
YOLO11s,China_MotorBike__China_MotorBike_000232,D00,2,3,2
YOLO11s,China_MotorBike__China_MotorBike_000247,D00,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000259,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000262,D00,0,1,1
YOLO11s,China_MotorBike__China_MotorBike_000269,D00,0,1,2
YOLO11s,China_MotorBike__China_MotorBike_000269,D20,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000290,D00,2,2,0
YOLO11s,China_MotorBike__China_MotorBike_000301,D00,1,1,1
YOLO11s,China_MotorBike__China_MotorBike_000304,D40,1,1,1
YOLO11s,China_MotorBike__China_MotorBike_000307,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000307,D20,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000318,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000318,D20,1,1,1
YOLO11s,China_MotorBike__China_MotorBike_000327,D00,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000328,D40,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000333,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000346,D00,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000351,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000361,D00,1,1,1
YOLO11s,China_MotorBike__China_MotorBike_000361,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000376,D00,2,3,1
YOLO11s,China_MotorBike__China_MotorBike_000394,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000420,D00,1,2,1
YOLO11s,China_MotorBike__China_MotorBike_000420,D10,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000431,D00,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000432,D10,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000440,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000440,D10,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000445,D20,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000448,D00,0,2,1
YOLO11s,China_MotorBike__China_MotorBike_000448,D20,2,2,0
YOLO11s,China_MotorBike__China_MotorBike_000448,D40,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000452,D10,2,3,0
YOLO11s,China_MotorBike__China_MotorBike_000458,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000459,D10,1,2,1
YOLO11s,China_MotorBike__China_MotorBike_000459,D20,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000463,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000466,D10,2,1,1
YOLO11s,China_MotorBike__China_MotorBike_000473,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000477,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000483,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000484,D20,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000490,D10,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000492,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000492,D20,0,1,1
YOLO11s,China_MotorBike__China_MotorBike_000513,D00,0,1,1
YOLO11s,China_MotorBike__China_MotorBike_000513,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000513,D20,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000523,D00,2,2,2
YOLO11s,China_MotorBike__China_MotorBike_000530,D10,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000544,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000544,D20,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000546,D00,1,0,2
YOLO11s,China_MotorBike__China_MotorBike_000550,D20,1,1,1
YOLO11s,China_MotorBike__China_MotorBike_000552,D00,1,0,2
YOLO11s,China_MotorBike__China_MotorBike_000552,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000552,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000553,D00,1,3,0
YOLO11s,China_MotorBike__China_MotorBike_000553,D20,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000553,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000556,D00,1,1,2
YOLO11s,China_MotorBike__China_MotorBike_000556,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000557,D00,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000557,D10,1,3,0
YOLO11s,China_MotorBike__China_MotorBike_000564,D00,3,2,1
YOLO11s,China_MotorBike__China_MotorBike_000572,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000574,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000582,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000585,D00,1,1,5
YOLO11s,China_MotorBike__China_MotorBike_000585,D10,0,2,1
YOLO11s,China_MotorBike__China_MotorBike_000603,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000606,D00,1,0,2
YOLO11s,China_MotorBike__China_MotorBike_000606,D10,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000621,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000624,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000624,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000632,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000637,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000655,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000655,D10,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000655,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000661,D00,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000667,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000669,D00,0,1,2
YOLO11s,China_MotorBike__China_MotorBike_000672,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000681,D00,3,2,1
YOLO11s,China_MotorBike__China_MotorBike_000682,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000684,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000684,D10,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000686,D00,2,1,0
YOLO11s,China_MotorBike__China_MotorBike_000697,D00,2,2,0
YOLO11s,China_MotorBike__China_MotorBike_000699,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000699,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000713,D00,1,1,2
YOLO11s,China_MotorBike__China_MotorBike_000721,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000721,D10,0,2,0
YOLO11s,China_MotorBike__China_MotorBike_000725,D00,0,1,4
YOLO11s,China_MotorBike__China_MotorBike_000725,D10,0,2,0
YOLO11s,China_MotorBike__China_MotorBike_000738,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000738,D20,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000750,D20,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000757,D00,1,2,2
YOLO11s,China_MotorBike__China_MotorBike_000757,D10,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000765,D00,1,3,0
YOLO11s,China_MotorBike__China_MotorBike_000765,D10,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000769,D00,3,2,4
YOLO11s,China_MotorBike__China_MotorBike_000777,D10,0,1,3
YOLO11s,China_MotorBike__China_MotorBike_000779,D00,1,2,4
YOLO11s,China_MotorBike__China_MotorBike_000786,D40,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000790,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000790,D20,2,3,1
YOLO11s,China_MotorBike__China_MotorBike_000796,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000800,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000800,D10,1,4,0
YOLO11s,China_MotorBike__China_MotorBike_000809,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000814,D00,3,4,1
YOLO11s,China_MotorBike__China_MotorBike_000828,D00,2,3,2
YOLO11s,China_MotorBike__China_MotorBike_000838,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000841,D40,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000844,D20,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000851,D10,1,3,0
YOLO11s,China_MotorBike__China_MotorBike_000855,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000855,D10,0,3,2
YOLO11s,China_MotorBike__China_MotorBike_000856,D00,1,0,2
YOLO11s,China_MotorBike__China_MotorBike_000856,D10,3,0,0
YOLO11s,China_MotorBike__China_MotorBike_000856,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000856,D40,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000860,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000872,D00,1,0,2
YOLO11s,China_MotorBike__China_MotorBike_000872,D10,1,3,0
YOLO11s,China_MotorBike__China_MotorBike_000882,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000882,D20,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000882,D40,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000883,D00,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000887,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000895,D00,2,0,2
YOLO11s,China_MotorBike__China_MotorBike_000895,D10,2,1,1
YOLO11s,China_MotorBike__China_MotorBike_000896,D00,2,2,0
YOLO11s,China_MotorBike__China_MotorBike_000896,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000904,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000904,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000911,D00,1,2,2
YOLO11s,China_MotorBike__China_MotorBike_000911,D10,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000921,D10,1,5,0
YOLO11s,China_MotorBike__China_MotorBike_000926,D20,1,3,0
YOLO11s,China_MotorBike__China_MotorBike_000928,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000930,D20,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000931,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000931,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000942,D00,1,1,1
YOLO11s,China_MotorBike__China_MotorBike_000942,D10,0,0,2
YOLO11s,China_MotorBike__China_MotorBike_000969,D00,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000969,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000971,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000971,D10,1,1,1
YOLO11s,China_MotorBike__China_MotorBike_000971,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_000971,D40,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_000973,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000973,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_000979,D00,2,0,0
YOLO11s,China_MotorBike__China_MotorBike_000979,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_000981,D00,2,1,1
YOLO11s,China_MotorBike__China_MotorBike_000989,D00,2,1,1
YOLO11s,China_MotorBike__China_MotorBike_000989,D10,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_000991,D00,0,2,3
YOLO11s,China_MotorBike__China_MotorBike_000996,D00,2,1,2
YOLO11s,China_MotorBike__China_MotorBike_000996,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001014,D00,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_001014,D10,0,1,0
YOLO11s,China_MotorBike__China_MotorBike_001016,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001021,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001021,D10,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_001026,D00,1,2,0
YOLO11s,China_MotorBike__China_MotorBike_001027,D10,2,1,0
YOLO11s,China_MotorBike__China_MotorBike_001030,D10,1,1,0
YOLO11s,China_MotorBike__China_MotorBike_001033,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001033,D10,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_001033,D40,1,2,2
YOLO11s,China_MotorBike__China_MotorBike_001043,D00,1,1,3
YOLO11s,China_MotorBike__China_MotorBike_001047,D40,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001066,D00,3,2,0
YOLO11s,China_MotorBike__China_MotorBike_001087,D00,2,2,1
YOLO11s,China_MotorBike__China_MotorBike_001094,D10,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001094,D20,0,1,0
YOLO11s,China_MotorBike__China_MotorBike_001096,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001096,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001102,D00,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_001114,D00,1,0,1
YOLO11s,China_MotorBike__China_MotorBike_001114,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_001117,D00,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001117,D20,0,0,1
YOLO11s,China_MotorBike__China_MotorBike_001122,D00,0,2,1
YOLO11s,China_MotorBike__China_MotorBike_001122,D10,1,0,0
YOLO11s,China_MotorBike__China_MotorBike_001126,D00,1,0,0
